,MUNICIPIO,OCORRÊNCIAS DE PORTE DE ENTORPECENTES,OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,Nº DE ARMAS DE FOGO APREENDIDAS,Nº DE FLAGRANTES LAVRADOS,Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,Nº DE INFRATORES APREENDIDOS POR MANDADO,Nº DE PESSOAS PRESAS EM FLAGRANTE,Nº DE PESSOAS PRESAS POR MANDADO,Nº DE PRISÕES EFETUADAS,Nº DE VEÍCULOS RECUPERADOS,TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS
0,Adamantina,41,54,2,4,4,88,29,11,108,100,88,8,535
0,Adolfo,1,1,0,1,5,9,0,0,13,1,10,0,50
0,Aguaí,160,27,3,7,11,100,3,3,109,98,198,37,630
0,Águas da Prata,44,4,1,0,1,9,5,0,16,14,25,3,53
0,Águas de Lindóia,30,18,0,4,7,22,3,2,32,29,50,11,267
0,Águas de Santa Bárbara,2,4,0,1,1,16,0,0,21,13,29,3,57
0,Águas de São Pedro,6,5,1,0,1,9,2,0,9,3,12,2,38
0,Agudos,39,39,1,8,18,88,16,8,104,59,147,33,423
0,Alambari,0,2,1,0,2,11,2,2,11,2,13,0,52
0,Alfredo Marcondes,9,2,0,0,0,11,0,0,12,7,18,0,34
0,Altair,5,1,0,0,0,2,2,1,2,4,2,1,26
0,Altinópolis,12,35,1,1,4,56,4,7,67,33,89,20,196
0,Alto Alegre,1,0,0,0,0,2,0,0,2,5,7,0,21
0,Alumínio,16,5,0,0,2,32,3,1,33,21,54,3,102
0,Álvares Florence,4,0,0,0,0,2,0,1,2,1,3,1,46
0,Álvares Machado,35,26,10,10,13,79,20,9,133,53,136,13,320
0,Álvaro de Carvalho,12,5,12,0,0,7,0,0,8,6,13,2,52
0,Alvinlândia,3,3,0,0,0,5,1,1,5,6,11,0,38
0,Americana,69,131,2,31,74,524,171,15,656,115,748,375,1.962
0,Américo Brasiliense,75,16,3,6,15,81,7,9,89,49,137,34,265
0,Américo de Campos,2,1,0,0,0,3,0,2,3,13,15,4,60
0,Amparo,130,119,0,3,17,158,11,31,183,131,289,54,1.222
0,Analândia,8,10,0,3,8,13,0,0,17,9,22,4,51
0,Andradina,73,66,23,31,32,194,22,19,221,157,354,37,789
0,Angatuba,32,18,1,4,5,53,6,1,65,38,76,8,263
0,Anhembi,5,2,0,1,10,8,1,0,10,8,8,4,68
0,Anhumas,2,2,0,0,1,4,0,1,5,4,8,1,36
0,Aparecida,59,80,6,7,17,113,22,33,128,97,210,18,547
0,Aparecida d'Oeste,3,2,1,4,1,2,0,3,2,16,15,10,41
0,Apiaí,32,19,35,18,27,39,4,6,45,27,66,11,230
0,Araçariguama,41,19,0,6,18,67,4,0,69,23,92,44,190
0,Araçatuba,103,370,0,56,125,848,171,21,981,321,1.169,260,2.582
0,Araçoiaba da Serra,13,24,0,6,19,84,2,0,97,22,119,16,185
0,Aramina,7,2,0,2,6,17,5,0,18,3,20,6,99
0,Arandu,2,3,0,0,1,14,1,0,15,7,21,1,46
0,Arapeí,0,1,0,1,5,8,3,0,8,3,11,1,39
0,Araraquara,123,283,2,27,59,757,93,37,903,378,1.114,296,2.313
0,Araras,92,317,10,28,76,365,105,43,443,167,532,192,1.488
0,Arco-Íris,4,0,0,5,5,5,0,0,5,4,8,0,16
0,Arealva,6,1,1,1,18,17,1,1,18,14,31,5,105
0,Areias,7,1,0,0,2,11,2,0,11,8,19,0,28
0,Areiópolis,7,17,0,1,1,27,5,0,30,10,27,4,78
0,Ariranha,9,5,1,1,2,8,0,1,9,14,19,10,87
0,Artur Nogueira,287,100,0,5,24,159,17,10,180,64,202,58,456
0,Arujá,4,28,5,8,28,125,18,14,171,67,340,54,2.308
0,Aspásia,3,0,0,0,1,1,0,0,2,6,5,1,15
0,Assis,125,399,49,25,50,627,202,81,757,362,991,118,1.414
0,Atibaia,58,194,0,18,31,520,92,0,589,153,668,252,1.766
0,Auriflama,10,6,0,2,2,30,1,0,31,13,43,4,135
0,Avaí,5,9,0,6,7,14,3,0,19,10,24,7,56
0,Avanhandava,23,12,0,1,1,22,2,0,27,8,30,2,101
0,Avaré,80,188,31,9,33,295,73,10,355,223,522,26,988
0,Bady Bassitt,17,17,2,0,1,27,7,1,39,8,35,15,136
0,Balbinos,41,10,11,0,0,13,1,1,13,1,14,1,47
0,Bálsamo,6,3,0,0,1,11,1,2,17,20,31,2,88
0,Bananal,3,4,0,3,9,17,0,0,26,20,37,6,131
0,Barão de Antonina,2,3,0,0,2,6,0,0,8,1,7,0,29
0,Barbosa,7,10,0,2,3,16,3,2,16,5,21,4,88
0,Bariri,39,26,5,5,18,83,14,9,100,37,120,33,314
0,Barra Bonita,112,45,9,12,18,121,14,11,140,72,193,39,420
0,Barra do Chapéu,0,0,0,1,1,1,0,0,1,1,2,1,18
0,Barra do Turvo,4,8,2,8,30,21,1,3,33,14,35,6,142
0,Barretos,362,277,0,19,46,560,144,31,622,259,560,176,1.968
0,Barrinha,69,39,8,14,15,82,4,4,101,25,82,22,179
0,Barueri,47,226,2,23,86,709,83,75,853,361,1.071,368,2.518
0,Bastos,15,7,0,3,1,22,2,0,28,28,50,12,169
0,Batatais,51,116,24,4,10,210,229,14,234,128,338,64,708
0,Bauru,230,546,117,67,149,977,248,29,1.174,490,1.467,747,3.613
0,Bebedouro,59,124,3,14,25,207,19,3,234,109,313,141,846
0,Bento de Abreu,2,0,1,1,19,8,0,0,8,4,12,0,17
0,Bernardino de Campos,18,21,2,0,1,34,6,1,44,11,45,2,160
0,Bertioga,17,49,2,4,7,181,23,0,200,112,293,94,586
0,Bilac,3,2,0,2,3,8,0,0,9,10,18,3,77
0,Birigui,74,119,3,18,42,353,33,18,409,183,537,96,1.564
0,Biritiba Mirim,8,38,0,3,5,54,8,9,65,25,79,22,264
0,Boa Esperança do Sul,23,11,0,2,5,27,2,12,29,17,44,9,135
0,Bocaina,12,5,1,3,2,27,2,2,29,16,43,12,103
0,Bofete,4,2,0,0,1,15,1,2,19,13,15,8,89
0,Boituva,52,153,0,6,14,250,65,1,305,49,303,87,685
0,Bom Jesus dos Perdões,20,17,0,4,5,62,11,0,83,15,77,23,185
0,Bom Sucesso de Itararé,4,1,0,2,4,5,0,0,5,6,11,2,23
0,Borá,0,0,0,0,0,1,0,0,1,3,4,0,7
0,Boracéia,4,0,2,2,2,6,0,0,8,4,10,1,55
0,Borborema,31,16,2,7,13,45,1,0,60,26,70,16,211
0,Borebi,3,0,0,2,0,0,0,0,0,5,5,0,25
0,Botucatu,34,154,0,19,50,419,55,3,476,325,419,78,1.293
0,Bragança Paulista,62,241,26,29,73,466,53,35,567,224,689,136,1.975
0,Braúna,7,3,1,2,1,8,1,1,8,6,14,1,52
0,Brejo Alegre,3,0,0,1,3,15,0,0,21,3,18,3,36
0,Brodowski,6,68,12,4,9,61,60,30,84,37,98,20,303
0,Brotas,65,16,1,1,9,31,3,0,43,50,81,45,209
0,Buri,30,7,1,9,17,53,8,6,63,28,81,19,194
0,Buritama,27,22,2,2,2,83,3,0,98,57,140,9,324
0,Buritizal,12,3,0,0,0,6,9,0,6,6,12,5,76
0,Cabrália Paulista,8,3,0,0,1,9,2,0,19,3,12,4,34
0,Cabreúva,75,93,23,15,18,104,10,3,121,33,137,67,470
0,Caçapava,32,108,11,22,58,215,42,7,249,121,336,120,500
0,Cachoeira Paulista,10,35,35,4,16,36,6,4,41,36,72,7,415
0,Caconde,21,2,1,2,8,14,0,2,17,35,49,18,187
0,Cafelândia,17,6,2,6,8,39,3,7,44,37,76,10,205
0,Caiabu,0,0,2,0,3,6,0,1,7,1,7,1,41
0,Caieiras,15,16,0,2,7,63,4,5,65,65,35,79,629
0,Caiuá,1,3,1,1,1,6,1,0,6,4,10,4,45
0,Cajamar,7,43,3,8,23,176,24,3,181,80,214,138,829
0,Cajati,32,32,1,6,13,45,15,8,51,68,113,25,339
0,Cajobi,30,8,0,0,0,44,0,0,49,5,44,0,104
0,Cajuru,9,59,12,7,12,105,21,4,122,40,145,21,388
0,Campina do Monte Alegre,9,1,0,0,1,8,0,0,8,17,15,3,43
0,Campinas,355,1.051,32,179,584,3.092,570,57,3.768,1.325,4.296,3.887,8.898
0,Campo Limpo Paulista,40,61,6,2,10,113,28,7,140,96,209,173,516
0,Campos do Jordão,19,40,1,10,68,96,6,15,133,85,182,63,308
0,Campos Novos Paulista,4,3,0,1,4,10,2,6,12,7,17,0,38
0,Cananéia,22,20,1,1,4,26,3,4,31,23,49,2,199
0,Canas,6,3,0,1,2,10,1,0,12,10,20,7,90
0,Cândido Mota,31,19,5,3,13,111,15,8,123,66,177,26,301
0,Cândido Rodrigues,5,0,0,0,0,2,0,0,2,3,5,0,10
0,Canitar,9,5,0,0,3,12,2,0,12,10,22,2,42
0,Capão Bonito,20,24,5,11,35,95,8,17,133,84,181,60,383
0,Capela do Alto,26,31,2,2,5,39,18,5,44,18,51,16,201
0,Capivari,66,102,29,2,17,146,14,6,165,74,207,73,638
0,Caraguatatuba,173,208,10,33,73,414,196,19,470,119,533,190,996
0,Carapicuíba,126,288,9,28,173,602,104,13,1.546,631,1.252,1.113,2.708
0,Cardoso,14,14,0,3,8,48,1,0,53,29,75,2,220
0,Casa Branca,90,28,22,6,14,85,3,4,88,63,149,23,552
0,Cássia dos Coqueiros,3,1,2,0,3,11,0,0,14,6,17,1,32
0,Castilho,49,34,3,12,14,65,14,4,80,58,125,21,291
0,Catanduva,111,336,17,17,48,439,103,60,520,348,556,132,1.372
0,Catiguá,13,7,0,0,12,25,3,1,30,10,34,6,61
0,Cedral,6,13,0,2,2,12,4,0,17,9,21,7,57
0,Cerqueira César,26,30,5,2,6,64,11,2,81,74,139,6,217
0,Cerquilho,48,42,5,2,19,87,16,3,108,31,111,67,358
0,Cesário Lange,14,12,0,3,9,58,7,5,67,18,73,17,238
0,Charqueada,7,13,0,2,3,32,2,3,37,21,57,35,110
0,Chavantes,20,32,3,0,4,53,10,2,58,20,73,1,242
0,Clementina,4,4,0,0,2,10,1,0,16,5,15,3,72
0,Colina,138,46,12,6,13,85,10,26,94,28,85,20,252
0,Colômbia,11,2,0,2,5,14,6,0,16,5,14,9,85
0,Conchal,60,67,4,6,17,87,35,13,119,88,207,36,437
0,Conchas,4,17,1,1,4,32,11,4,33,33,32,6,182
0,Cordeirópolis,43,39,5,5,19,84,16,13,113,44,127,46,407
0,Coroados,6,12,0,3,8,30,2,0,32,8,38,9,58
0,Coronel Macedo,1,1,0,3,0,3,1,1,7,11,14,1,36
0,Corumbataí,21,1,0,2,2,5,0,0,6,5,10,16,39
0,Cosmópolis,143,89,0,10,22,151,21,0,188,158,346,136,579
0,Cosmorama,8,4,0,5,10,14,2,0,17,7,21,4,124
0,Cotia,25,121,9,25,90,427,4,4,544,239,667,465,1.436
0,Cravinhos,79,117,0,0,5,102,1,0,129,39,141,32,409
0,Cristais Paulista,43,4,0,3,6,22,16,1,23,13,35,15,69
0,Cruzália,2,0,0,0,0,1,0,0,1,5,6,0,17
0,Cruzeiro,116,156,0,19,28,297,48,4,332,187,484,85,1.592
0,Cubatão,39,59,9,19,59,211,36,9,251,98,312,334,1.07
0,Cunha,13,16,3,6,32,20,4,1,23,20,42,5,170
0,Descalvado,42,16,3,7,13,75,5,3,88,29,104,33,318
0,Diadema,19,313,160,64,314,1.068,292,53,1.277,300,1.549,1.968,3.216
0,Dirce Reis,0,0,0,0,1,1,0,0,1,0,1,0,7
0,Divinolândia,12,2,2,2,2,14,0,0,15,12,26,4,119
0,Dobrada,16,2,1,3,6,20,0,1,25,8,29,5,34
0,Dois Córregos,15,21,1,16,26,52,11,8,66,47,99,20,218
0,Dolcinópolis,3,1,0,0,1,3,0,0,3,1,4,0,22
0,Dourado,45,10,2,3,9,17,0,0,26,11,28,2,70
0,Dracena,51,104,3,9,10,171,27,18,190,88,259,25,633
0,Duartina,11,11,0,0,5,15,6,1,18,11,26,4,77
0,Dumont,12,4,0,1,2,13,2,2,19,4,13,17,42
0,Echaporã,4,1,0,1,2,2,0,0,3,11,13,1,52
0,Eldorado,5,13,0,10,23,28,8,6,29,31,59,7,175
0,Elias Fausto,3,6,0,0,1,27,4,2,31,16,43,29,144
0,Elisiário,9,2,0,0,2,3,0,0,3,2,5,1,24
0,Embaúba,1,0,0,1,1,3,1,0,3,0,3,0,9
0,Embu das Artes,25,95,3,38,70,343,8,0,373,155,498,631,1.667
0,Embu Guaçú,19,29,0,5,17,109,0,0,143,78,187,135,495
0,Emilianópolis,0,0,0,0,1,1,0,0,1,2,3,2,19
0,Engenheiro Coelho,36,3,0,0,12,11,4,0,16,13,27,52,119
0,Espírito Santo do Pinhal,233,101,24,4,23,106,20,40,134,127,233,40,706
0,Espírito Santo do Turvo,4,2,0,2,4,16,2,0,18,2,18,0,76
0,Estiva Gerbi,0,6,0,0,4,17,3,0,21,9,28,5,125
0,Estrela do Norte,2,0,0,0,0,5,0,0,5,0,5,0,32
0,Estrela d'Oeste,3,10,0,1,1,18,5,4,23,16,18,2,108
0,Euclides da Cunha Paulista,6,1,0,7,9,28,0,1,32,23,49,3,121
0,Fartura,26,9,2,0,4,25,3,1,27,39,64,12,194
0,Fernando Prestes,2,2,0,3,4,16,1,0,17,6,22,4,56
0,Fernandópolis,122,102,6,21,25,204,43,5,240,210,309,61,779
0,Fernão,6,1,0,0,0,0,1,1,0,1,1,0,14
0,Ferraz de Vasconcelos,2,51,2,19,65,262,109,6,329,159,425,693,1.9
0,Flora Rica,1,2,0,0,0,2,0,0,4,0,2,1,29
0,Floreal,2,1,1,1,0,5,0,0,5,2,7,1,41
0,Flórida Paulista,8,25,0,0,1,17,1,1,18,23,17,1,200
0,Florínia,4,7,2,1,9,27,0,0,33,10,37,4,81
0,Franca,902,567,3,59,147,1.14,878,44,1.323,797,1.937,538,4.039
0,Francisco Morato,9,71,12,14,33,205,46,5,232,111,359,128,1.169
0,Franco da Rocha,5,111,0,19,72,423,85,7,506,142,509,191,1.413
0,Gabriel Monteiro,0,0,0,0,4,1,0,0,1,1,2,0,12
0,Gália,25,6,5,6,6,16,3,3,18,3,19,5,99
0,Garça,103,52,12,14,34,115,24,26,130,108,223,24,652
0,Gastão Vidigal,2,2,0,2,2,11,0,0,11,4,15,0,33
0,Gavião Peixoto,12,14,1,3,4,22,1,3,27,10,32,3,49
0,General Salgado,24,10,2,3,3,34,6,0,43,41,75,3,139
0,Getulina,17,8,9,4,2,17,3,2,17,28,45,3,221
0,Glicério,4,4,0,0,1,11,1,1,13,3,14,1,37
0,Guaiçara,14,10,5,2,9,29,17,4,34,19,44,15,121
0,Guaimbê,4,4,0,1,4,7,5,2,12,15,23,0,92
0,Guaíra,116,51,0,9,17,129,24,9,150,102,129,52,609
0,Guapiaçu,26,10,1,0,3,24,1,0,29,24,48,3,128
0,Guapiara,6,3,1,3,11,9,5,11,9,20,29,4,101
0,Guará,155,32,0,3,5,81,62,4,88,38,119,6,526
0,Guaraçaí,5,7,0,2,3,12,0,0,12,12,24,1,52
0,Guaraci,10,22,1,3,4,45,9,1,56,16,45,3,146
0,Guarani d'Oeste,0,1,0,4,1,0,0,0,0,5,1,3,32
0,Guarantã,7,3,4,0,2,15,2,0,17,14,29,10,96
0,Guararapes,25,36,0,7,13,80,16,4,104,71,151,24,382
0,Guararema,4,18,0,4,7,49,3,6,60,40,87,42,317
0,Guaratinguetá,119,95,10,29,67,281,12,19,318,232,513,83,1.14
0,Guareí,8,21,0,2,7,22,5,0,26,14,30,5,136
0,Guariba,58,77,1,15,18,76,2,32,90,54,105,31,295
0,Guarujá,106,193,57,56,178,732,208,5,860,309,1.047,444,1.857
0,Guarulhos,49,641,105,160,417,2.1,368,62,2.686,528,3.577,3.19,8.895
0,Guatapará,10,6,0,4,3,19,1,0,25,11,30,9,69
0,Guzolândia,1,3,1,1,1,12,1,0,13,6,18,2,47
0,Herculândia,3,4,2,5,3,13,1,2,16,19,31,1,56
0,Holambra,8,1,0,1,4,18,1,0,21,9,26,3,69
0,Hortolândia,45,234,0,50,105,502,60,6,607,117,672,647,1.185
0,Iacanga,16,11,2,5,17,35,2,2,41,17,52,3,128
0,Iacri,3,6,1,2,2,18,0,0,20,4,23,2,88
0,Iaras,8,5,2,0,0,12,0,1,13,15,27,2,55
0,Ibaté,38,20,2,8,16,48,6,0,49,30,78,30,267
0,Ibirá,8,13,0,9,22,27,1,0,36,9,36,1,104
0,Ibirarema,4,7,3,0,0,13,3,2,15,3,16,2,40
0,Ibitinga,133,113,21,4,16,261,13,11,329,79,346,69,750
0,Ibiúna,64,63,0,24,65,188,4,0,211,58,269,77,655
0,Icém,7,4,0,5,3,6,1,0,6,10,16,4,65
0,Iepê,10,3,2,4,5,20,0,1,24,13,34,2,112
0,Igaraçu do Tietê,78,50,8,5,15,101,17,6,117,57,158,37,331
0,Igarapava,212,15,1,28,16,98,108,6,102,28,126,20,595
0,Igaratá,5,6,0,0,7,18,0,1,20,8,26,26,274
0,Iguape,57,34,24,12,25,87,19,4,108,37,124,9,355
0,Ilha Comprida,6,29,2,6,9,80,14,4,101,23,103,2,371
0,Ilha Solteira,51,21,2,7,14,67,11,12,92,40,107,26,392
0,Ilhabela,29,44,0,1,4,68,7,5,89,43,111,9,411
0,Indaiatuba,135,228,24,28,69,304,47,27,375,179,494,179,1.099
0,Indiana,5,0,1,1,1,5,3,1,7,4,9,5,51
0,Indiaporã,8,3,0,1,1,7,1,0,8,7,14,0,36
0,Inúbia Paulista,4,1,0,0,0,2,0,0,2,5,2,0,29
0,Ipaussu,17,14,2,2,6,24,9,5,29,23,47,4,138
0,Iperó,36,48,0,3,9,67,16,3,89,32,121,18,249
0,Ipeúna,6,5,0,4,10,21,0,0,27,6,27,12,105
0,Ipiguá,4,4,1,0,0,5,1,0,5,5,10,25,37
0,Iporanga,2,2,1,6,5,13,1,0,13,2,15,1,55
0,Ipuã,150,18,2,1,5,40,1,2,40,26,66,16,160
0,Iracemápolis,12,13,3,0,12,25,6,1,40,15,42,61,210
0,Irapuã,10,1,0,0,5,8,0,1,8,27,34,0,80
0,Irapuru,11,11,2,1,2,14,0,0,16,14,14,1,122
0,Itaberá,11,11,5,1,8,51,2,2,58,38,89,11,146
0,Itaí,11,20,2,6,13,75,3,10,92,51,126,6,230
0,Itajobi,14,9,0,3,2,15,2,2,18,19,32,5,125
0,Itaju,3,0,0,0,1,3,0,1,3,2,5,2,20
0,Itanhaém,41,168,3,13,40,365,63,1,414,161,504,336,981
0,Itaóca,1,0,0,0,5,1,0,0,1,3,4,0,33
0,Itapecerica da Serra,61,110,24,25,47,383,0,0,470,215,598,524,1.094
0,Itapetininga,169,362,11,4,32,538,130,14,650,311,740,173,1.953
0,Itapeva,89,92,1,3,39,372,18,3,429,168,540,123,1.273
0,Itapevi,27,198,19,28,89,410,116,0,502,148,558,379,1.183
0,Itapira,36,293,41,15,44,289,74,4,336,111,526,115,1.106
0,Itapirapuã Paulista,2,4,0,0,3,10,1,0,11,4,14,0,30
0,Itápolis,87,75,41,8,60,157,1,13,176,89,219,42,549
0,Itaporanga,9,5,0,6,7,21,1,1,22,35,56,8,101
0,Itapuí,15,13,4,0,3,34,3,1,37,21,55,8,141
0,Itapura,6,4,0,0,1,3,0,1,3,6,9,2,93
0,Itaquaquecetuba,1,255,0,31,87,518,213,11,707,175,692,770,2.274
0,Itararé,107,31,1,8,13,166,13,9,184,63,229,27,531
0,Itariri,10,6,0,4,11,22,0,0,27,16,38,21,141
0,Itatiba,83,80,14,10,51,181,5,4,213,93,276,260,630
0,Itatinga,13,18,1,2,3,47,4,9,53,81,47,9,229
0,Itirapina,92,43,29,2,6,44,4,6,52,44,88,24,252
0,Itirapuã,12,4,0,0,1,11,15,3,11,7,18,6,115
0,Itobi,6,6,2,0,1,18,2,2,31,6,24,4,109
0,Itu,122,197,24,24,62,525,13,2,614,272,886,142,1.378
0,Itupeva,47,42,2,20,32,120,12,0,139,37,157,56,519
0,Ituverava,386,81,1,6,33,149,159,2,182,47,196,65,775
0,Jaborandi,12,6,0,0,5,12,0,0,13,6,12,1,62
0,Jaboticabal,60,155,18,21,28,210,5,5,235,138,229,110,895
0,Jacareí,120,291,13,82,165,651,212,28,785,287,938,616,2.522
0,Jaci,4,1,0,2,5,9,2,0,15,11,20,4,67
0,Jacupiranga,22,12,0,5,21,56,6,3,68,49,105,6,290
0,Jaguariúna,86,46,12,4,14,116,11,5,137,75,191,46,404
0,Jales,64,69,1,6,14,113,5,8,124,110,218,61,710
0,Jambeiro,4,2,0,2,3,9,2,0,11,1,10,4,70
0,Jandira,22,75,4,13,40,185,60,3,233,105,290,171,622
0,Jardinópolis,45,140,34,8,17,210,81,6,248,34,244,96,463
0,Jarinu,11,16,2,8,15,60,5,2,69,42,102,48,273
0,Jaú,104,220,33,17,23,447,107,5,550,182,629,171,1.363
0,Jeriquara,12,1,0,0,3,18,13,0,19,10,28,2,62
0,Joanópolis,3,9,0,4,9,24,3,1,30,17,41,12,109
0,João Ramalho,1,1,0,3,6,4,0,3,5,7,11,0,62
0,José Bonifácio,77,33,3,12,13,98,5,4,115,45,143,64,389
0,Júlio Mesquita,1,1,0,0,0,2,2,1,2,3,5,0,36
0,Jumirim,2,1,0,2,3,9,0,0,10,0,10,1,22
0,Jundiaí,206,407,97,38,178,1.043,118,11,1.238,336,1.38,757,4.001
0,Junqueirópolis,3,9,11,2,2,56,0,1,65,22,78,3,385
0,Juquiá,4,15,3,11,24,55,8,7,62,31,86,10,220
0,Juquitiba,2,6,0,0,8,23,0,0,34,55,78,48,252
0,Lagoinha,3,3,0,0,2,5,0,1,6,2,7,0,30
0,Laranjal Paulista,8,64,1,4,10,130,18,4,151,40,130,31,364
0,Lavínia,20,35,2,1,4,10,0,0,11,5,15,0,123
0,Lavrinhas,4,8,0,2,4,13,4,0,17,1,14,7,84
0,Leme,65,424,10,31,55,327,30,53,412,189,516,142,823
0,Lençóis Paulista,102,81,38,13,26,129,46,16,151,103,232,49,634
0,Limeira,138,703,7,37,95,1.064,434,59,1.264,494,1.619,1.007,3.379
0,Lindóia,13,8,0,4,5,29,1,1,34,12,41,5,96
0,Lins,61,91,26,7,26,197,77,24,236,134,329,206,858
0,Lorena,66,246,22,27,37,241,66,21,274,181,422,71,678
0,Lourdes,0,0,0,0,0,4,0,0,4,3,7,1,15
0,Louveira,33,18,3,7,15,62,7,0,73,29,91,70,363
0,Lucélia,21,23,4,3,5,32,10,6,37,54,32,2,393
0,Lucianópolis,0,0,0,0,0,1,0,0,1,0,1,0,9
0,Luís Antônio,23,25,2,2,3,28,3,4,37,29,46,7,129
0,Luiziânia,1,2,0,1,3,4,1,1,4,5,9,0,48
0,Lupércio,8,2,0,1,1,6,0,0,9,3,9,2,47
0,Lutécia,1,1,0,0,4,6,0,0,6,5,11,0,35
0,Macatuba,10,7,0,4,5,36,13,4,45,20,56,13,177
0,Macaubal,2,4,0,5,5,20,1,2,24,22,43,1,152
0,Macedônia,5,0,0,0,0,7,1,0,7,1,7,0,42
0,Magda,3,0,0,1,0,7,0,0,9,4,11,0,35
